"Date","total_precip_mm","minTemp_C","maxTemp_C","AveTemp_C"
2018-06-10,0.2,9.019,17.232,12.802
2018-06-11,0.2,4.772,19.295,11.58
2018-06-12,0.5,6.027,17.129,11.173
2018-06-13,4.5,10.949,18.264,14.328
2018-06-14,0.2,8.343,19.295,13.514
2018-06-15,0.2,8.343,21.151,14.43
2018-06-16,0.2,9.501,29.708,19.214
2018-06-17,0.2,11.046,32.286,21.352
2018-06-18,0.2,11.818,35.173,23.184
2018-06-19,0.2,13.555,29.193,21.148
2018-06-20,0.2,13.555,31.461,22.268
2018-06-21,0.2,12.397,24.038,17.993
2018-06-22,0.2,10.467,22.182,16.059
2018-06-23,0.2,10.949,23.11,16.771
2018-06-24,8.5,10.66,21.769,15.957
2018-06-25,0.2,10.949,20.326,15.346
2018-06-26,0.2,8.729,21.872,14.939
2018-06-27,0.2,9.308,21.975,15.346
2018-06-28,0.2,8.247,19.088,13.311
2018-06-29,1.2,13.362,19.604,16.262
2018-06-30,1.3,11.818,21.047,16.161
2018-07-01,0.2,12.783,21.357,16.873
2018-07-02,0.2,11.915,21.357,16.364
2018-07-03,0.2,7.474,23.522,15.143
2018-07-04,0.2,9.308,28.574,18.603
2018-07-05,0.2,15.389,30.533,22.777
2018-07-06,0.2,13.169,24.862,18.807
2018-07-07,0.2,14.328,21.872,17.891
2018-07-08,0.2,9.598,25.79,17.382
2018-07-09,0.4,13.169,23.213,17.993
2018-07-10,0.2,13.942,23.625,18.603
2018-07-11,0.2,10.177,27.852,18.705
2018-07-12,0.2,11.528,29.296,20.13
2018-07-13,0.2,11.818,28.78,20.028
2018-07-14,0.2,11.722,31.667,21.352
2018-07-15,0.2,11.239,32.699,21.657
2018-07-16,0.2,11.915,33.833,22.573
2018-07-17,0.2,14.038,31.667,22.573
2018-07-18,0.2,13.073,25.997,19.214
2018-07-19,0.2,11.335,23.213,16.975
2018-07-20,0.2,10.081,22.594,15.957
2018-07-21,0.2,10.37,25.378,17.484
2018-07-22,0.2,11.335,30.946,20.843
2018-07-23,0.2,12.011,32.492,21.861
2018-07-24,0.2,13.652,32.492,22.777
2018-07-25,0.2,13.459,33.73,23.285
2018-07-26,0.2,14.135,32.389,22.98
2018-07-27,0.2,14.81,32.802,23.489
2018-07-28,0.2,14.231,31.358,22.471
2018-07-29,0.2,13.749,34.142,23.693
2018-07-30,0.2,15.776,35.07,25.219
2018-07-31,0.2,15.389,28.471,21.759
2018-08-01,0.2,12.301,24.759,18.298
2018-08-02,0.2,11.335,24.244,17.484
2018-08-03,0.2,11.046,24.244,17.382
2018-08-04,0.2,11.722,28.059,19.519
2018-08-05,0.2,12.88,30.533,21.352
2018-08-06,0.2,13.652,31.461,22.268
2018-08-07,0.2,14.714,32.905,23.489
2018-08-08,0.2,14.135,34.761,24.1
2018-08-09,0,16.177,32.898,24.695
2018-08-10,0,15.247,31.281,23.196
2018-08-11,0.8,16.654,24.098,19.2
2018-08-12,0,14.098,21.509,17.944
2018-08-13,0,10.712,26.72,18.341
2018-08-14,0,12.147,29.89,20.231
2018-08-15,0,12.678,28.866,20.348
2018-08-16,0,13.016,26.72,18.986
2018-08-17,0,11.686,24.026,17.673
2018-08-18,0,11.467,24.895,17.967
2018-08-19,0,12.195,25.89,18.251
2018-08-20,0,13.161,32.846,21.646
2018-08-21,0,12.799,32.355,22.266
2018-08-22,0,12.944,28.122,20.297
2018-08-23,0,11.807,21.604,16.038
2018-08-24,0,12.219,22.513,16.485
2018-08-25,0.6,11.662,16.868,13.786
2018-08-26,0,12.485,18.794,15.112
2018-08-27,0,9.509,25.89,17.187
2018-08-28,0,10.59,26.965,17.855
2018-08-29,1,11.977,24.074,17.328
2018-08-30,0,13.522,24.05,17.948
2018-08-31,0,9.558,23.978,16.608
2018-09-01,0,11.127,20.913,15.844
2018-09-02,0,8.717,24.339,16.109
2018-09-03,0,11.565,22.441,16.653
2018-09-04,0,7.091,26.231,15.995
2018-09-05,0,8.27,28.394,17.627
2018-09-06,0,10.222,29.29,19.467
2018-09-07,2.8,13.064,21.366,17.022
2018-09-08,1.6,12.098,18.438,14.593
2018-09-09,6,11.613,15.27,13.661
2018-09-10,0.2,9.509,19.96,14.209
2018-09-11,5.6,11.297,18.675,13.459
2018-09-12,0.2,10.001,19.722,13.764
2018-09-13,4,10.614,18.675,13.781
2018-09-14,0.2,8.841,18.414,12.803
2018-09-15,9.6,10.736,18.105,12.821
2018-09-16,7.4,10.687,16.939,13.206
2018-09-17,0,6.102,18.129,11.445
2018-09-18,0,4.558,18.961,11.122
2018-09-19,0,5.668,19.77,11.977
2018-09-20,8.2,8.693,15.485,12.285
2018-09-21,8.8,11.856,16.463,13.629
2018-09-22,5.2,12.944,20.317,15.063
2018-09-23,0,9.78,16.106,12.882
2018-09-24,0,7.72,16.368,11.602
2018-09-25,0,8.419,19.27,12.546
2018-09-26,0,5.924,20.46,12.488
2018-09-27,0,8.245,22.106,14.836
2018-09-28,0,9.731,24.798,16.02
2018-09-29,0,8.767,19.222,14
2018-09-30,9.4,11.053,15.223,12.493
2018-10-01,3.2,11.929,17.153,13.825
2018-10-02,2.2,5.437,15.819,11.108
2018-10-03,0,1.778,11.248,6.109
2018-10-04,0,0.024,15.581,6.45
2018-10-05,5.4,4.973,10.149,7.574
2018-10-06,0.2,3.221,16.415,8.878
2018-10-07,8.2,7.895,11.492,9.447
2018-10-08,3.8,9.485,12.098,10.557
2018-10-09,0,9.015,17.32,12.339
2018-10-10,0,6.763,16.654,10.574
2018-10-11,0,4.115,16.534,8.732
2018-10-12,0,5.565,17.058,10.15
2018-10-13,0,3.009,18.081,9.556
2018-10-14,0,1.859,17.891,7.992
2018-10-15,0,1.778,18.081,8.464
2018-10-16,0,3.354,21.27,10.14
2018-10-17,0,3.854,20.65,10.164
2018-10-18,0,5.128,17.272,9.88
2018-10-19,0,4.35,19.056,9.662
2018-10-20,0,4.194,16.344,9.108
2018-10-21,0,3.38,18.675,9.353
2018-10-22,0,2.717,17.011,8.415
2018-10-23,0.2,3.301,15.414,8.044
2018-10-24,1.4,5.36,14.433,9.329
2018-10-25,3.4,9.903,12.992,11.162
2018-10-26,6.8,6.889,15.843,12.001
2018-10-27,18,2.584,11.419,7.057
2018-10-28,12.8,5.693,14.29,9.583
2018-10-29,4,4.115,12.509,7.924
2018-10-30,7,4.558,11.151,7.931
2018-10-31,3.6,8.767,11.686,9.88
2018-11-01,16.4,9.805,15.652,11.964
2018-11-02,4.4,11.37,16.892,13.502
2018-11-03,12.4,9.41,12.05,10.788
2018-11-04,1.4,7.67,15.247,11.293
2018-11-05,0,6.661,14.218,10.187
2018-11-06,0,3.906,13.088,7.599
2018-11-07,0,2.074,10.565,5.407
2018-11-08,0,0.273,9.114,3.965
2018-11-09,3,1.751,8.095,5.232
2018-11-10,0.2,2.074,10.051,6.276
2018-11-11,0,-1.299,8.643,2.841
2018-11-12,0,0.989,10.663,4.244
2018-11-13,6.8,0.852,8.965,4.767
2018-11-14,17.2,7.066,15.031,9.32
2018-11-15,0,6.585,12.968,9.506
2018-11-16,0,4.662,11.273,8.843
2018-11-17,0,0.934,8.866,4.017
2018-11-18,0,-1.356,8.618,2.058
2018-11-19,0,-2.131,8.519,1.515
2018-11-20,0,-0.817,8.07,3.008
2018-11-21,7.8,4.272,7.845,6.347
2018-11-22,9.8,4.74,8.767,6.978
2018-11-23,4.4,4.714,8.767,6.404
2018-11-24,0.2,-0.227,7.494,4.034
2018-11-25,7.2,5.257,7.87,6.172
2018-11-26,45.4,6.357,11.2,8.531
2018-11-27,18.8,5.796,14.745,10.068
2018-11-28,1.8,6.255,8.891,7.303
2018-11-29,0,5.205,8.792,7.052
2018-11-30,1,2.983,8.145,5.52
2018-12-01,9.2,4.115,7.293,5.384
2018-12-02,0,-0.873,7.116,3.586
2018-12-03,0,-1.9,5.462,0.431
2018-12-04,0.2,-3.627,3.406,-0.971
2018-12-05,0,-4.227,5.898,-1.117
2018-12-06,0.2,-5.264,3.67,-2.239
2018-12-07,0,-5.76,2.074,-2.447
2018-12-08,1.2,-0.143,4.428,2.231
2018-12-09,14,1.453,7.116,4.658
2018-12-10,3.2,2.69,7.97,5.398
2018-12-11,29.4,5.231,9.632,6.73
2018-12-12,13.6,2.155,7.544,4.964
2018-12-13,13.6,6.357,8.767,7.603
2018-12-14,1.2,4.636,10.1,7.145
2018-12-15,0,1.643,8.07,5.061
2018-12-16,15,6.331,9.262,8.178
2018-12-17,19.6,6.102,9.015,7.754
2018-12-18,20.2,5.872,9.608,7.543
2018-12-19,5.2,4.766,9.262,7.076
2018-12-20,22.4,5.308,10.883,7.425
2018-12-21,0,-1.242,4.532,1.629
2018-12-22,20.8,2.503,5.591,3.92
2018-12-23,11.8,2.182,7.494,5.418
2018-12-24,0.2,1.453,6.763,3.716
2018-12-25,0.2,-0.76,5.385,2.243
2018-12-26,10.4,0.715,5.642,3.827
2018-12-27,0.6,-0.704,4.844,1.908
2018-12-28,22.8,3.591,5.308,4.41
2018-12-29,7.6,3.827,10.418,7.488
2018-12-30,0.2,0.742,8.792,4.218
2018-12-31,0,-1.842,6.204,1.154
2019-01-01,0,0.797,5.437,2.633
2019-01-02,14,1.153,4.454,2.881
2019-01-03,65.6,3.643,9.903,7.324
2019-01-04,7,4.22,9.089,7.045
2019-01-05,2,4.558,7.72,5.736
2019-01-06,5.4,0.384,6.382,4.172
2019-01-07,0,-1.128,5.591,0.851
2019-01-08,7.6,0.934,2.61,1.98
2019-01-09,11.4,2.45,8.295,5.216
2019-01-10,3,7.066,10.614,8.828
2019-01-11,0.2,3.036,9.952,6.714
2019-01-12,0,1.126,9.657,4.621
2019-01-13,0,1.071,10.59,3.994
2019-01-14,0,-1.157,9.015,1.998
2019-01-15,0,-2.712,5.872,0.256
2019-01-16,0,-2.073,6.636,1.407
2019-01-17,6.4,1.994,9.583,5.806
2019-01-18,8.8,6.509,8.693,7.531
2019-01-19,6.6,2.262,7.845,5.633
2019-01-20,0.2,-0.143,7.569,3.218
2019-01-21,0,-2.16,6.712,1.27
2019-01-22,29.8,2.343,6.077,4.756
2019-01-23,1.2,2.128,9.336,5.572
2019-01-24,0,4.532,7.242,5.58
2019-01-25,0,2.182,8.668,4.842
2019-01-26,0,4.973,7.268,5.691
2019-01-27,0,3.854,6.636,5.382
2019-01-28,0,-1.213,9.139,2.856
2019-01-29,0,-2.683,9.287,1.232
2019-01-30,0,-2.16,7.167,1.955
2019-01-31,1.8,2.61,8.444,4.99
2019-02-01,8.8,4.766,9.682,6.341
2019-02-02,0.2,2.316,6.077,4.258
2019-02-03,0.2,-3.807,3.485,0.543
2019-02-04,0,-6.579,-0.873,-3.46
2019-02-05,2.8,-8.597,2.557,-4.496
2019-02-06,0,-6.962,3.538,-3.083
2019-02-07,0,-6.357,2.983,-1.827
2019-02-08,0,-2.044,0.77,-0.433
2019-02-09,0,-4.957,1.289,-1.063
2019-02-10,0,-10.511,-0.116,-5.067
2019-02-11,0,-4.743,-1.356,-3.242
2019-02-12,0,-2.771,2.637,-0.993
2019-02-13,1,-2.276,3.036,-0.21
2019-02-14,1.8,-6.42,1.48,-2.261
2019-02-15,17.8,-0.116,4.792,1.5
2019-02-16,3.8,-2.479,7.995,1.522
2019-02-17,0,-1.727,7.444,2.476
2019-02-18,0,-3.777,6.051,0.69
2019-02-19,0.2,0.079,4.895,2.063
2019-02-20,0,-1.814,6.102,2.336
2019-02-21,0,-4.318,7.92,0.553
2019-02-22,4.4,-0.563,9.731,2.844
2019-02-23,7,-1.641,7.494,1.43
2019-02-24,10.8,-1.842,6.509,2.014
2019-02-25,0,-4.348,4.792,0.765
2019-02-26,0,-6.579,3.801,-0.679
2019-02-27,0,-0.032,4.714,2.645
2019-02-28,0,-2.712,6.965,1.216
2019-03-01,0,-3.687,7.87,0.707
2019-03-02,0,-4.106,7.97,0.945
2019-03-03,0,-3.449,6.179,0.482
2019-03-04,0,-5.698,5.642,-0.694
2019-03-05,0,-3.508,6.763,0.848
2019-03-06,0,-5.979,6.281,-0.385
2019-03-07,0,-2.131,8.095,2.368
2019-03-08,3.6,-2.596,5.668,1.085
2019-03-09,0,-4.926,7.945,0.505
2019-03-10,0,-4.621,9.903,2.301
2019-03-11,7.8,1.507,6.611,3.243
2019-03-12,0.2,0.66,10.687,4.12
2019-03-13,0,-1.986,10.834,3.416
2019-03-14,0.8,1.697,9.731,5.004
2019-03-15,0.8,3.221,13.112,7.17
2019-03-16,0,1.044,15.509,7.199
2019-03-17,0,0.495,18.247,8.234
2019-03-18,0,1.071,21.795,9.628
2019-03-19,0,1.344,22.298,9.973
2019-03-20,0,2.77,22.657,11.615
2019-03-21,0,3.854,19.579,11.13
2019-03-22,0,5.411,15.055,10.185
2019-03-23,0,3.538,15.199,8.374
2019-03-24,0,1.235,15.7,7.388
2019-03-25,4,1.751,12.582,6.974
2019-03-26,0.4,3.327,15.915,8.276
2019-03-27,0,2.584,15.509,8.641
2019-03-28,0,3.958,17.534,9.9
2019-03-29,0,1.913,18.247,9.334
2019-03-30,0,2.289,18.271,9.74
2019-03-31,0,2.477,18.461,9.889
2019-04-01,0,2.423,19.722,10.847
2019-04-02,0.6,4.74,20.15,12.439
2019-04-03,3.8,8.817,14.266,10.811
2019-04-04,0,6.839,16.725,11.454
2019-04-05,1.4,7.519,14.314,10.192
2019-04-06,10.2,5.565,11.151,8.095
2019-04-07,1.8,4.61,14.481,8.784
2019-04-08,9.8,3.063,10.026,6.617
2019-04-09,2,4.194,14.649,9.239
2019-04-10,0,7.419,14.026,9.176
2019-04-11,7.8,6.331,9.064,7.801
2019-04-12,0,4.947,14.673,9.591
2019-04-13,5.4,5.949,11.467,8.304
2019-04-14,0,5.231,11.662,7.948
2019-04-15,0,3.67,12.654,7.58
2019-04-16,0,1.534,14.697,7.96
2019-04-17,0,7.242,16.725,11.168
2019-04-18,1,9.485,11.565,10.461
2019-04-19,0,6.788,16.463,11.329
2019-04-20,0,3.195,18.723,10.411
2019-04-21,0,5.179,16.963,11.29
2019-04-22,0,7.77,11.856,9.698
2019-04-23,0,6.813,17.368,11.157
2019-04-24,0,3.591,15.031,9.4
2019-04-25,0,0.66,15.676,8.977
2019-04-26,0,2.797,15.581,9.523
2019-04-27,0,2.343,14.29,9.277
2019-04-28,0,1.534,16.892,9.466
2019-04-29,0,2.316,19.389,10.457
2019-04-30,0,2.423,19.77,11.439
2019-05-01,0,4.35,18.247,11.428
2019-05-02,0,8.12,17.177,12.005
2019-05-03,0,5.77,15.7,11.337
2019-05-04,0,5.514,18.438,12.093
2019-05-05,0,6.306,20.936,13.517
2019-05-06,0,5.77,23.04,14.266
2019-05-07,0,8.045,23.881,15.951
2019-05-08,0,8.295,24.653,16.188
2019-05-09,0,11.832,27.604,19.014
2019-05-10,0,9.46,27.801,18.85
2019-05-11,0,11.102,25.186,18.157
2019-05-12,0,8.245,16.654,12.78
2019-05-13,0,6.051,16.892,11.582
2019-05-14,0.6,9.089,15.557,11.517
2019-05-15,0.4,7.268,19.674,13.147
2019-05-16,0.2,10.369,20.889,14.561
2019-05-17,0,11.151,19.365,13.777
2019-05-18,0,8.841,19.865,14.258
2019-05-19,0,8.195,24.122,16.224
2019-05-20,0.2,10.222,15.318,12.825
2019-05-21,0,9.361,21.223,14.035
2019-05-22,0,8.965,25.21,16.644
2019-05-23,0,9.682,24.557,17.498
2019-05-24,0,10.149,17.106,13.507
2019-05-25,0.4,8.841,14.29,11.42
2019-05-26,0,7.87,24.291,16.081
2019-05-27,0,11.005,26.818,19.876
2019-05-28,0,10.638,20.603,15.579
2019-05-29,0,9.188,21.628,15.298
2019-05-30,0.2,9.115,25.687,17.077
2019-05-31,0.2,10.756,25.997,18.094
2019-06-01,0.2,11.625,25.378,18.196
2019-06-02,0.2,10.467,26.1,17.891
2019-06-03,0.2,12.59,20.738,16.466
2019-06-04,0.2,6.413,20.532,13.005
2019-06-05,0.5,10.949,18.367,14.328
2019-06-06,0.7,7.861,16.82,11.987
2019-06-07,1,6.606,17.439,11.58
2019-06-08,0.3,6.799,21.047,13.514
2019-06-09,0.2,6.316,21.151,13.311
2019-06-10,0.4,11.722,24.244,17.687
2019-06-11,0.2,10.949,30.43,20.334
2019-06-12,0.2,12.783,32.389,22.268
2019-06-13,0.2,13.362,28.059,20.436
2019-06-14,0.2,10.274,22.182,15.855
2019-06-15,0.2,9.984,25.172,17.28
2019-06-16,0.2,11.142,26.306,18.4
2019-06-17,0.2,11.818,26.203,18.705
2019-06-18,0.2,14.81,23.728,19.011
2019-06-19,4.3,10.707,19.941,14.954
2019-06-20,0.5,6.732,23.156,14.438
2019-06-21,0.2,8.826,21.769,14.939
2019-06-22,0.2,10.563,21.872,15.957
2019-06-23,0.2,11.239,21.047,15.855
2019-06-24,0.3,9.212,20.944,14.736
2019-06-25,0.2,7.668,24.244,15.55
2019-06-26,0.2,10.853,24.45,17.28
2019-06-27,16,13.169,20.944,16.771
2019-06-28,0.2,11.239,19.707,15.245
2019-06-29,0.2,10.756,21.769,15.957
2019-06-30,0.2,9.212,26.615,17.484
2019-07-01,0.2,11.432,27.646,19.214
2019-07-02,6,14.231,18.676,16.262
2019-07-03,0.2,14.521,22.182,18.196
2019-07-04,0.2,12.301,22.182,16.975
2019-07-05,0.5,12.197,22.084,16.707
2019-07-06,0.2,12.59,20.429,16.262
2019-07-07,2.5,14.424,18.367,16.262
2019-07-08,0.2,13.362,23.316,18.094
2019-07-09,3,11.528,24.656,17.789
2019-07-10,6.8,14.714,22.285,18.298
2019-07-11,0.2,12.494,22.8,17.382
2019-07-12,0.2,11.432,26.306,18.603
2019-07-13,0.2,14.424,26.203,20.028
2019-07-14,0.2,11.625,24.553,17.789
2019-07-15,0.3,12.011,24.244,17.789
2019-07-16,0.2,12.397,25.069,18.4
2019-07-17,1.3,15.003,23.728,19.214
2019-07-18,0.5,11.818,21.151,16.161
2019-07-19,0.2,8.247,21.872,14.634
2019-07-20,0.2,7.957,25.584,16.364
2019-07-21,0.2,9.115,30.018,19.112
2019-07-22,0.2,12.108,28.78,20.13
2019-07-23,0.2,12.301,25.378,18.502
2019-07-24,0.2,14.328,25.275,19.621
2019-07-25,0.2,11.915,26.615,19.011
2019-07-26,0.2,10.853,30.018,20.13
2019-07-27,0.2,15.679,24.244,19.825
2019-07-28,0.2,10.66,27.131,18.502
2019-07-29,0.2,11.528,27.543,19.214
2019-07-30,0.2,13.555,24.553,18.807
2019-07-31,0.2,16.355,25.687,20.843
2019-08-01,1.8,13.749,25.275,19.316
2019-08-02,0.8,16.741,27.131,21.759
2019-08-03,0.2,10.467,27.028,18.4
2019-08-04,0.2,10.756,31.771,20.843
2019-08-05,0.2,11.335,31.874,21.25
2019-08-06,0.2,13.459,31.461,22.166
2019-08-07,0.2,13.845,28.368,20.843
2019-08-08,0.2,13.169,25.069,18.807
2019-08-09,0.2,13.169,23.006,17.891
2019-08-10,0.3,14.231,22.697,18.298
2019-08-11,1.6,15.679,23.419,19.418
2019-08-12,0.2,15.389,25.584,20.334
2019-08-13,0.2,11.915,27.234,19.214
2019-08-14,0.2,13.652,29.296,21.148
2019-08-15,0.2,13.362,27.44,20.13
2019-08-16,0.2,12.301,23.006,17.382
2019-08-17,0.2,15.1,23.728,19.214
2019-08-18,0.2,11.722,25.378,18.196
2019-08-19,0.2,12.397,24.656,18.298
2019-08-20,0.2,9.405,24.553,16.67
2019-08-21,1.9,15.003,23.11,18.807
2019-08-22,0.2,13.845,24.347,18.807
2019-08-23,2,11.528,19.81,15.448
2019-08-24,0.2,11.528,22.078,16.466
2019-08-25,0.2,11.046,23.213,16.873
2019-08-26,0.2,8.729,25.069,16.466
2019-08-27,0.2,9.405,28.987,18.807
2019-08-28,0.2,11.818,30.018,20.639
2019-08-29,0.2,12.011,27.543,19.519
2019-08-30,0.2,17.127,23.11,20.028
2019-08-31,0.7,16.065,24.553,20.13
2019-09-01,0.2,14.231,25.172,19.519
2019-09-02,0.2,11.432,26.925,18.807
2019-09-03,2.6,12.011,26.512,18.909
2019-09-04,0.2,12.494,24.965,18.502
2019-09-05,0.2,10.37,28.368,19.011
2019-09-06,0.2,10.756,27.749,18.909
2019-09-07,0.2,12.011,23.831,17.586
2019-09-08,1.1,14.038,22.182,17.891
2019-09-09,0.3,12.88,21.563,16.975
2019-09-10,0.2,12.976,22.8,17.687
2019-09-11,0.2,9.019,20.841,14.634
2019-09-12,28.8,13.845,17.336,15.346
2019-09-13,1.3,11.915,20.119,15.753
2019-09-14,1.3,12.976,17.645,15.041
2019-09-15,2.9,11.239,17.645,14.227
2019-09-16,0.9,8.44,17.954,12.802
2019-09-17,11.4,12.301,15.273,13.616
2019-09-18,0.9,11.432,20.532,15.753
2019-09-19,1,7.668,17.748,12.293
2019-09-20,0.2,11.915,20.223,15.855
2019-09-21,1.1,9.791,17.851,13.514
2019-09-22,9.8,13.749,16.511,14.939
2019-09-23,9.5,11.722,13.521,12.395
2019-09-24,0.4,10.563,21.563,15.753
2019-09-25,0.2,7.668,18.057,12.496
2019-09-26,0.7,12.494,20.738,16.364
2019-09-27,7.5,6.799,15.48,10.766
2019-09-28,0.2,6.22,17.439,11.377
2019-09-29,0.2,8.633,15.583,11.784
2019-09-30,0.2,2.262,16.614,8.934
2019-10-01,0.2,1.876,16.923,8.832
2019-10-02,0.7,4.772,14.345,9.137
2019-10-03,0.4,8.536,14.139,11.071
2019-10-04,7.7,6.992,11.871,9.036
2019-10-05,1,6.799,16.408,11.275
2019-10-06,0.2,4.868,14.449,9.239
2019-10-07,8.7,9.984,18.057,13.718
2019-10-08,0.2,3.71,13.314,8.018
2019-10-09,0.3,0.911,11.665,5.779
2019-10-10,0.2,-1.695,13.005,5.066
2019-10-11,0.2,-0.633,16.201,7.204
2019-10-12,0.5,3.71,14.861,8.832
2019-10-13,0.2,4.675,15.273,9.545
2019-10-14,0.2,1.78,14.139,7.407
2019-10-15,4.1,5.447,10.221,7.509
2019-10-16,10.6,7.668,11.974,9.443
2019-10-17,4.4,6.895,15.273,10.664
2019-10-18,8.2,6.509,12.386,9.137
2019-10-19,3.4,4.868,10.324,7.204
2019-10-20,8.6,4.579,10.118,6.898
2019-10-21,18.6,6.799,10.634,8.323
2019-10-22,0.2,6.895,15.067,10.562
2019-10-23,0.2,2.938,12.49,7.204
2019-10-24,0.2,6.413,14.861,10.257
2019-10-25,0.3,7.571,16.614,11.784
2019-10-26,0.2,1.2,14.964,7.611
2019-10-27,0.2,-1.309,12.49,5.066
2019-10-28,0.2,-1.213,10.84,4.252
2019-10-29,0.2,-1.116,10.015,3.946
2019-10-30,0.2,-3.433,9.706,2.522
2019-10-31,0.2,-0.151,11.046,4.863
2019-11-01,0.2,-0.247,12.283,5.473
2019-11-02,0.2,0.235,12.283,5.677
2019-11-03,0.2,1.876,12.49,6.695
2019-11-04,0.2,4.193,10.943,7.102
2019-11-05,0.2,4.868,10.84,7.407
2019-11-06,0.2,0.525,13.108,6.288
2019-11-07,0.2,0.621,12.593,6.084
2019-11-08,0.2,5.6,13,10.013
2019-11-09,0.6,8.1,10.7,9.196
2019-11-10,0.2,6.4,12,9.025
2019-11-11,1.2,5,11.6,7.625
2019-11-12,13.8,6.3,10.3,8.275
2019-11-13,0,5.3,10.8,8.192
2019-11-14,0,3.5,11.4,6.8
2019-11-15,5.8,5.6,14.2,9.004
2019-11-16,11,6.4,10.9,8.858
2019-11-17,10.2,6.6,14.6,10.146
2019-11-18,17.8,5.5,8.6,7.475
2019-11-19,0.6,2.1,11.2,7.15
2019-11-20,0,-0.6,9.9,2.742
2019-11-21,0,-1.7,9.4,2.2
2019-11-22,0,1.2,8.9,3.983
2019-11-23,1.8,4.2,9.7,7.062
2019-11-24,0,3.1,11.5,6.433
2019-11-25,0,-1.8,9.4,3.062
2019-11-26,1,-2.8,4.3,1.138
2019-11-27,0,3.1,7.3,4.787
2019-11-28,0,-4.6,5.1,0.35
2019-11-29,0,-5.9,3.9,-2.663
2019-11-30,0,-5.9,4.2,-2.358
2019-12-01,0.2,-3.8,3.1,0.908
2019-12-02,0.4,1.9,4.3,3.225
2019-12-03,0,3.9,8,5.925
2019-12-04,0,3.4,9.1,6.779
2019-12-05,0.4,4.7,8.1,5.854
2019-12-06,4.6,4.8,8.4,6.254
2019-12-07,4.8,6.3,8.6,7.504
2019-12-08,0.2,5,8.8,6.742
2019-12-09,0,1.8,7.4,5.154
2019-12-10,3.8,0,5.2,3.171
2019-12-11,15,5.3,7.1,6.179
2019-12-12,23,3.6,8,5.45
2019-12-13,0.2,2.9,8.1,4.771
2019-12-14,0.2,1.2,6.4,3.362
2019-12-15,0,-1.4,7.5,1.479
2019-12-16,4.4,1.4,5,3.746
2019-12-17,1,3.6,7.1,5.2
2019-12-18,11,3.5,5.9,4.858
2019-12-19,24.2,2.7,7.2,5.654
2019-12-20,14.2,4.7,7.1,6.2
2019-12-21,1,3.4,6.6,4.579
2019-12-22,0,0.4,7.5,4.646
2019-12-23,0.6,-0.2,4.6,2.329
2019-12-24,5.2,3,5.2,3.7
2019-12-25,1.4,-0.2,5.7,3.004
2019-12-26,1.2,-0.6,4.2,2.275
2019-12-27,0.2,0.1,4.2,2.129
2019-12-28,2.4,3.7,5.4,4.733
2019-12-29,2.2,5,9,6.525
2019-12-30,0.6,4.9,7.8,6.792
2019-12-31,10.2,7,10.2,8.192
2020-01-01,0.2,3.1,12.6,8.417
2020-01-02,18,1.9,5.2,3.004
2020-01-03,9.4,6.5,10.7,8.471
2020-01-04,7.2,1,6.2,4.321
2020-01-05,3,3,7.2,4.987
2020-01-06,17,2.6,5.9,4.092
2020-01-07,21.4,4.4,10.9,7.475
2020-01-08,0,-0.9,5.2,2.467
2020-01-09,0.2,-2.1,4.1,0.7
2020-01-10,32.2,0.7,6,3.617
2020-01-11,4.6,2.2,5.7,3.729
2020-01-12,11.2,-2,4.3,1.546
2020-01-13,0,-5,-2.3,-4.233
2020-01-14,0,-5.8,-4.2,-5.15
2020-01-15,0,-5.5,2.5,-3.383
2020-01-16,9.8,-3.7,5.6,0.588
2020-01-17,0.8,-5.5,2.3,-1.462
2020-01-18,17.6,0.1,5.6,3.704
2020-01-19,6.2,2.9,5.7,4.025
2020-01-20,5.4,2.9,7.7,4.912
2020-01-21,22.8,2.6,7.5,4.7
2020-01-22,24.6,1.8,6.1,4.358
2020-01-23,23,5.3,11.1,8.771
2020-01-24,5.8,4.8,11.1,7.692
2020-01-25,6.6,5,8.1,6.854
2020-01-26,5,5.3,11.4,7.921
2020-01-27,15.4,3.1,8.4,5.696
2020-01-28,3.8,5.1,7.2,6.204
2020-01-29,12.8,1.5,10.6,6.208
2020-01-30,6.4,0.5,5.9,3.658
2020-01-31,51.2,5.9,12.1,9.258
2020-02-01,7.4,0.9,11.2,6.642
2020-02-02,1.6,-1.8,5.2,1.512
2020-02-03,0,-2.5,5.1,-0.021
2020-02-04,4.6,-1.4,1.4,0.079
2020-02-05,24.2,0.1,3.2,1.688
2020-02-06,10.6,2.2,4.7,3.512
2020-02-07,9,3.8,10.6,5.442
2020-02-08,0.2,0.8,9,4.658
2020-02-09,0,-2.1,6.8,1.421
2020-02-10,0,1.5,9.6,3.971
2020-02-11,0,0.9,11.6,6.15
2020-02-12,0,3.1,8.4,5.513
2020-02-13,0.2,4.3,10,6.117
2020-02-14,0.2,3.8,9.9,6.033
2020-02-15,0.8,2.2,9,5.871
2020-02-16,0.2,-0.2,9.5,3.567
2020-02-17,0,-2,8.7,2.067
2020-02-18,0.2,-2.2,8.2,1.217
2020-02-19,0,-2.8,8.7,1.412
2020-02-20,0,-3.7,10.8,1.954
2020-02-21,0.2,-2.5,10.6,3.971
2020-02-22,1.4,3.7,9.5,6.179
2020-02-23,14,3.4,9.3,5.821
