year,plot,tag,trt,clipping_exp,rosetteL,rosetteW,psurvival,psurvivalT1,pflower,pflowerT1,ros.area,ros.areaT1,log.ros.area,log.ros.areaT1,flow.sum,flow.sumT1,total.seeds,total.seedsT1,percapseeds,life_st
2023,7,889,drought,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,7,890,drought,NA,11,8,1,1,1,1,69.11503838,113.0973355,4.235772339,4.728248824,3,3,NA,NA,NA,F
2018,7,890,drought,NA,16,9,1,1,1,0,113.0973355,32.98672286,4.728248824,3.496105143,3,0,NA,NA,NA,F
2019,7,890,drought,NA,10.5,4,1,NA,0,NA,32.98672286,NA,3.496105143,NA,0,0,NA,NA,NA,V
2020,7,890,drought,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,7,890,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,890,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,7,891,drought,NA,13,4,1,1,0,0,40.8407045,163.362818,3.709679243,5.095973604,0,0,NA,NA,NA,V
2018,7,891,drought,NA,16,13,1,1,0,1,163.362818,95.42587685,5.095973604,4.558349788,0,3,NA,NA,NA,V
2019,7,891,drought,NA,13.5,9,1,1,1,1,95.42587685,35.34291735,4.558349788,3.565098014,3,0,NA,NA,NA,F
2020,7,891,drought,NA,9,5,1,1,1,0,35.34291735,14.13716694,3.565098014,2.648807283,0,0,NA,NA,NA,F
2021,7,891,drought,NA,6,3,1,1,0,0,14.13716694,153.1526419,2.648807283,5.031435083,0,0,NA,NA,NA,V
2022,7,891,drought,NA,15,13,1,1,0,0,153.1526419,76.96902001,5.031435083,4.343403003,0,0,NA,NA,NA,V
2023,7,891,drought,NA,14,7,1,NA,0,NA,76.96902001,NA,4.343403003,NA,0,NA,NA,NA,NA,V
2017,7,892,drought,NA,15,6,1,0,0,0,70.68583471,NA,4.258245195,NA,0,0,NA,NA,NA,V
2018,7,892,drought,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2019,7,892,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,7,892,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,7,892,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,892,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,7,892,drought,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,13,893,control,NA,7,5,1,1,1,0,27.48893572,50.26548246,3.313783586,3.917318608,3,0,NA,NA,NA,F
2018,13,893,control,NA,8,8,1,1,0,1,50.26548246,77.75441818,3.917318608,4.353555375,0,3,NA,NA,NA,V
2019,13,893,control,NA,11,9,1,1,1,0,77.75441818,34.55751919,4.353555375,3.542625159,3,0,NA,NA,NA,F
2020,13,893,control,NA,8,5.5,1,1,0,0,34.55751919,31.41592654,3.542625159,3.447314979,0,0,NA,NA,NA,V
2021,13,893,control,NA,8,5,1,1,0,0,31.41592654,39.26990817,3.447314979,3.67045853,0,0,NA,NA,NA,V
2022,13,893,control,NA,10,5,1,1,0,0,39.26990817,84.82300165,3.67045853,4.440566752,0,0,NA,NA,NA,V
2023,13,893,control,NA,12,9,1,NA,0,NA,84.82300165,NA,4.440566752,NA,0,NA,NA,NA,NA,V
2017,15,894,drought,NA,13.5,5.5,1,1,0,0,58.31581363,68.32964022,4.065873302,4.224343643,0,0,NA,NA,NA,V
2018,15,894,drought,NA,14.5,6,1,1,0,0,68.32964022,43.98229715,4.224343643,3.783787215,0,0,NA,NA,NA,V
2019,15,894,drought,NA,8,7,1,1,0,0,43.98229715,44.17864669,3.783787215,3.788241566,0,0,NA,NA,NA,V
2020,15,894,drought,NA,12.5,4.5,1,1,0,0,44.17864669,15.70796327,3.788241566,2.754167798,0,0,NA,NA,NA,V
2021,15,894,drought,NA,10,2,1,1,0,0,15.70796327,163.362818,2.754167798,5.095973604,0,0,NA,NA,NA,V
2022,15,894,drought,NA,16,13,1,1,0,1,163.362818,61.26105675,5.095973604,4.115144351,0,3,NA,22,NA,V
2023,15,894,drought,NA,13,6,1,NA,1,NA,61.26105675,NA,4.115144351,NA,3,NA,22,NA,7,F
2017,14,895,drought,NA,9,7,1,1,1,0,49.48008429,35.34291735,3.901570251,3.565098014,3,0,NA,NA,NA,F
2018,14,895,drought,NA,10,4.5,1,1,0,0,35.34291735,42.41150082,3.565098014,3.747419571,0,0,NA,NA,NA,V
2019,14,895,drought,NA,9,6,1,1,0,0,42.41150082,23.5619449,3.747419571,3.159632906,0,0,NA,NA,NA,V
2020,14,895,drought,NA,7.5,4,1,1,0,0,23.5619449,84.82300165,3.159632906,4.440566752,0,0,NA,NA,NA,V
2021,14,895,drought,NA,12,9,1,1,0,0,84.82300165,81.68140899,4.440566752,4.402826424,0,0,NA,NA,NA,V
2022,14,895,drought,NA,13,8,1,1,0,0,81.68140899,63.22455215,4.402826424,4.146692709,0,0,NA,NA,NA,V
2023,14,895,drought,NA,11.5,7,1,NA,0,NA,63.22455215,NA,4.146692709,NA,0,NA,NA,NA,NA,V
2017,13,896,control,NA,4,3,1,1,0,0,9.424777961,4.71238898,2.243342175,1.550194994,0,0,NA,NA,NA,V
2018,13,896,control,NA,2,3,1,1,0,0,4.71238898,2.35619449,1.550194994,0.857047813,0,0,NA,NA,NA,V
2019,13,896,control,NA,3,1,1,1,0,0,2.35619449,NA,0.857047813,NA,0,0,NA,NA,NA,V
2020,13,896,control,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
2021,13,896,control,NA,NA,NA,1,1,0,0,NA,6.283185307,NA,1.837877066,0,0,NA,NA,NA,dormant
2022,13,896,control,NA,4,2,1,1,0,0,6.283185307,9.621127502,1.837877066,2.263961462,0,0,NA,NA,NA,V
2023,13,896,control,NA,3.5,3.5,1,NA,0,NA,9.621127502,NA,2.263961462,NA,0,NA,NA,NA,NA,V
2017,7,897,drought,NA,11.5,7,1,0,1,0,63.22455215,NA,4.146692709,NA,4,0,NA,NA,NA,F
2018,7,897,drought,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2019,7,897,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,7,897,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,7,897,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,897,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,13,898,control,NA,9.5,8,1,1,0,1,59.69026042,107.2068493,4.089168865,4.674760139,0,3,NA,NA,NA,V
2018,13,898,control,NA,13,10.5,1,1,1,1,107.2068493,86.78649706,4.674760139,4.463451046,3,3,NA,NA,NA,F
2019,13,898,control,NA,13,8.5,1,1,1,1,86.78649706,16.49336143,4.463451046,2.802957962,3,0,NA,NA,NA,F
2020,13,898,control,NA,7,3,1,1,1,0,16.49336143,54.97787144,2.802957962,4.006930767,0,0,NA,NA,NA,F
2021,13,898,control,NA,10,7,1,1,0,1,54.97787144,64.79534848,4.006930767,4.171233818,0,3,NA,52,NA,V
2022,13,898,control,NA,11,7.5,1,1,1,1,64.79534848,32.98672286,4.171233818,3.496105143,3,2,52,27,17,F
2023,13,898,control,NA,6,7,1,NA,1,NA,32.98672286,NA,3.496105143,NA,2,NA,27,NA,13,F
2017,15,899,drought,NA,8,5.5,1,1,0,0,34.55751919,39.26990817,3.542625159,3.67045853,0,0,NA,NA,NA,V
2018,15,899,drought,NA,10,5,1,1,0,0,39.26990817,27.48893572,3.67045853,3.313783586,0,0,NA,NA,NA,V
2019,15,899,drought,NA,10,3.5,1,1,0,0,27.48893572,12.76272016,3.313783586,2.546528434,0,0,NA,NA,NA,V
2020,15,899,drought,NA,6.5,2.5,1,0,0,NA,12.76272016,NA,2.546528434,NA,0,0,NA,NA,NA,V
2021,15,899,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,15,899,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,2,9,control,NA,11,5,1,1,0,0,43.19689899,87.9645943,3.76576871,4.476934396,0,0,NA,NA,NA,V
2018,2,9,control,NA,14,8,1,1,0,0,87.9645943,53.40707511,4.476934396,3.97794323,0,0,NA,NA,NA,V
2019,2,9,control,NA,8.5,8,1,1,0,0,53.40707511,NA,3.97794323,NA,0,0,NA,NA,NA,V
2020,2,9,control,NA,NA,NA,1,1,0,0,NA,3.534291735,NA,1.262512922,0,0,NA,NA,NA,dormant
2021,2,9,control,NA,3,1.5,1,0,0,0,3.534291735,NA,1.262512922,NA,0,0,NA,NA,NA,V
2022,2,9,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,2,9,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,5,90,drought,NA,3,3,1,1,0,0,7.068583471,1.570796327,1.955660102,0.451582705,0,0,NA,NA,NA,V
2019,5,90,drought,NA,2,1,1,1,0,0,1.570796327,NA,0.451582705,NA,0,0,NA,NA,NA,V
2020,5,90,drought,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
2021,5,90,drought,NA,NA,NA,1,1,0,0,NA,24.74004215,NA,3.208423071,0,0,NA,NA,NA,dormant
2022,5,90,drought,NA,10.5,3,1,1,0,0,24.74004215,6.479534848,3.208423071,1.868648725,0,0,NA,NA,NA,V
2023,5,90,drought,NA,5.5,1.5,1,NA,0,NA,6.479534848,NA,1.868648725,NA,0,NA,NA,NA,NA,V
2017,7,900,drought,NA,12,6,1,1,0,0,56.54866776,63.22455215,4.035101644,4.146692709,0,0,NA,NA,NA,V
2018,7,900,drought,NA,11.5,7,1,0,0,NA,63.22455215,NA,4.146692709,NA,0,0,NA,NA,NA,V
2019,7,900,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,7,900,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,7,900,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,900,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,6,901,irrigated,NA,8,8,1,1,0,1,50.26548246,54.97787144,3.917318608,4.006930767,0,4,NA,NA,NA,V
2018,6,901,irrigated,NA,10,7,1,1,1,0,54.97787144,73.43472828,4.006930767,4.296396961,4,0,NA,NA,NA,F
2019,6,901,irrigated,NA,11,8.5,1,NA,0,NA,73.43472828,NA,4.296396961,NA,0,0,NA,NA,NA,V
2020,6,901,irrigated,NA,NA,NA,NA,1,NA,0,NA,9.424777961,NA,2.243342175,0,0,NA,NA,NA,NA
2021,6,901,irrigated,NA,6,2,1,NA,0,NA,9.424777961,NA,2.243342175,NA,0,0,NA,NA,NA,V
2022,6,901,irrigated,NA,NA,NA,NA,1,NA,1,NA,238.7610417,NA,5.475463226,0,9,NA,0,NA,NA
2023,6,901,irrigated,NA,16,19,1,NA,1,NA,238.7610417,NA,5.475463226,NA,9,NA,0,NA,0,F
2017,7,902,drought,NA,10,7,1,1,0,0,54.97787144,31.41592654,4.006930767,3.447314979,0,0,NA,NA,NA,V
2018,7,902,drought,NA,8,5,1,1,0,0,31.41592654,90.32078879,3.447314979,4.503367653,0,0,NA,NA,NA,V
2019,7,902,drought,NA,11.5,10,1,1,0,0,90.32078879,67.15154297,4.503367653,4.206951901,0,0,NA,NA,NA,V
2020,7,902,drought,NA,9.5,9,1,1,0,0,67.15154297,7.853981634,4.206951901,2.061020618,0,0,NA,NA,NA,V
2021,7,902,drought,NA,5,2,1,0,0,NA,7.853981634,NA,2.061020618,NA,0,0,NA,NA,NA,V
2022,7,902,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,7,902,drought,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,6,903,irrigated,NA,10.5,8,1,1,0,0,65.97344573,94.24777961,4.189252324,4.545927268,0,0,NA,NA,NA,V
2018,6,903,irrigated,NA,15,8,1,1,0,0,94.24777961,57.72676501,4.545927268,4.055720931,0,0,NA,NA,NA,V
2019,6,903,irrigated,NA,10.5,7,1,NA,0,NA,57.72676501,NA,4.055720931,NA,0,0,NA,NA,NA,V
2020,6,903,irrigated,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,6,903,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,6,903,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,6,904,irrigated,NA,11.5,7.5,1,1,0,0,67.74059159,3.534291735,4.215685581,1.262512922,0,0,NA,NA,NA,V
2018,6,904,irrigated,NA,3,1.5,1,0,0,0,3.534291735,NA,1.262512922,NA,0,0,NA,NA,NA,V
2019,6,904,irrigated,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,6,904,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,6,904,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,6,904,irrigated,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2023,6,904.new,irrigated,NA,12,4,1,NA,0,NA,37.69911184,NA,3.629636536,NA,0,NA,NA,NA,NA,V
2017,6,905,irrigated,NA,10,3.5,1,1,0,1,27.48893572,17.67145868,3.313783586,2.871950834,0,3,NA,NA,NA,V
2018,6,905,irrigated,NA,9,2.5,1,1,1,1,17.67145868,91.89158512,2.871950834,4.52060946,3,0,NA,NA,NA,F
2019,6,905,irrigated,NA,13,9,1,NA,1,NA,91.89158512,NA,4.52060946,NA,0,0,NA,NA,NA,F
2020,6,905,irrigated,NA,NA,NA,NA,1,NA,1,NA,95.03317777,NA,4.55422607,0,2,NA,NA,NA,NA
2021,6,905,irrigated,NA,11,11,1,1,1,0,95.03317777,102.1017612,4.55422607,4.625969975,2,0,NA,NA,NA,F
2022,6,905,irrigated,NA,13,10,1,1,0,1,102.1017612,141.3716694,4.625969975,4.951392376,0,8,NA,117,NA,V
2023,6,905,irrigated,NA,18,10,1,NA,1,NA,141.3716694,NA,4.951392376,NA,8,NA,117,NA,14,F
2017,6,906,irrigated,NA,9,6,1,1,1,0,42.41150082,25.91813939,3.747419571,3.254943086,3,0,NA,NA,NA,F
2018,6,906,irrigated,NA,11,3,1,1,0,1,25.91813939,141.3716694,3.254943086,4.951392376,0,2,NA,NA,NA,V
2019,6,906,irrigated,NA,15,12,1,1,1,0,141.3716694,62.83185307,4.951392376,4.140462159,2,0,NA,NA,NA,F
2020,6,906,irrigated,NA,10,8,1,1,0,0,62.83185307,16.49336143,4.140462159,2.802957962,0,0,NA,NA,NA,V
2021,6,906,irrigated,NA,7,3,1,0,0,NA,16.49336143,NA,2.802957962,NA,0,0,NA,NA,NA,V
2022,6,906,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,6,906,irrigated,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,6,907,irrigated,NA,8.5,3,1,1,1,0,20.02765317,188.4955592,2.997113977,5.239074448,4,0,NA,NA,NA,F
2018,6,907,irrigated,NA,16,15,1,1,0,0,188.4955592,133.5176878,5.239074448,4.894233962,0,0,NA,NA,NA,V
2019,6,907,irrigated,NA,17,10,1,NA,0,NA,133.5176878,NA,4.894233962,NA,0,0,NA,NA,NA,V
2020,6,907,irrigated,NA,NA,NA,NA,1,NA,0,NA,106.0287521,NA,4.663710303,0,0,NA,NA,NA,NA
2021,6,907,irrigated,NA,15,9,1,1,0,0,106.0287521,146.0840584,4.663710303,4.984182198,0,0,NA,NA,NA,V
2022,6,907,irrigated,NA,15.5,12,1,1,0,1,146.0840584,200.2765317,4.984182198,5.29969907,0,7,NA,0,NA,V
2023,6,907,irrigated,NA,17,15,1,NA,1,NA,200.2765317,NA,5.29969907,NA,7,NA,0,NA,0,F
2017,6,908,irrigated,NA,14.5,8,1,1,1,0,91.10618695,142.9424657,4.512025716,4.962442212,3,0,NA,NA,NA,F
2018,6,908,irrigated,NA,13,14,1,1,0,1,142.9424657,74.61282552,4.962442212,4.312312416,0,3,NA,NA,NA,V
2019,6,908,irrigated,NA,10,9.5,1,NA,1,NA,74.61282552,NA,4.312312416,NA,3,0,NA,NA,NA,F
2020,6,908,irrigated,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,6,908,irrigated,NA,NA,NA,1,1,0,0,NA,47.1238898,NA,3.852780087,0,0,NA,NA,NA,dormant
2022,6,908,irrigated,NA,10,6,1,1,0,0,47.1238898,106.0287521,3.852780087,4.663710303,0,0,NA,NA,NA,V
2023,6,908,irrigated,NA,13.5,10,1,NA,0,NA,106.0287521,NA,4.663710303,NA,0,NA,NA,NA,NA,V
2017,6,909,irrigated,NA,9,7,1,1,0,0,49.48008429,44.76769531,3.901570251,3.801486793,0,0,NA,NA,NA,V
2018,6,909,irrigated,NA,9.5,6,1,1,0,0,44.76769531,78.3434668,3.801486793,4.36110258,0,0,NA,NA,NA,V
2019,6,909,irrigated,NA,10.5,9.5,1,1,0,0,78.3434668,33.57577149,4.36110258,3.51380472,0,0,NA,NA,NA,V
2020,6,909,irrigated,NA,9.5,4.5,1,1,0,0,33.57577149,56.54866776,3.51380472,4.035101644,0,0,NA,NA,NA,V
2021,6,909,irrigated,NA,9,8,1,1,0,0,56.54866776,122.5221135,4.035101644,4.808291532,0,0,NA,NA,NA,V
2022,6,909,irrigated,NA,13,12,1,1,0,1,122.5221135,188.8882583,4.808291532,5.241155614,0,3,NA,0,NA,V
2023,6,909,irrigated,NA,18.5,13,1,NA,1,NA,188.8882583,NA,5.241155614,NA,3,NA,0,NA,0,F
2017,5,91,drought,NA,9,8,1,1,1,0,56.54866776,20.42035225,4.035101644,3.016532063,3,0,NA,NA,NA,F
2018,5,91,drought,NA,6.5,4,1,1,0,0,20.42035225,43.98229715,3.016532063,3.783787215,0,0,NA,NA,NA,V
2019,5,91,drought,NA,8,7,1,NA,0,NA,43.98229715,NA,3.783787215,NA,0,0,NA,NA,NA,V
2020,5,91,drought,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,5,91,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,5,91,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,5,91,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,5,910,drought,NA,7,6,1,1,0,1,32.98672286,49.48008429,3.496105143,3.901570251,0,6,NA,NA,NA,V
2018,5,910,drought,NA,7,9,1,1,1,0,49.48008429,58.70851271,3.901570251,4.072584737,6,0,NA,NA,NA,F
2019,5,910,drought,NA,11.5,6.5,1,NA,0,NA,58.70851271,NA,4.072584737,NA,0,0,NA,NA,NA,V
2020,5,910,drought,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,5,910,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,5,910,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,5,910,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,5,912,drought,NA,10,9,1,1,0,0,70.68583471,74.61282552,4.258245195,4.312312416,0,0,NA,NA,NA,V
2018,5,912,drought,NA,10,9.5,1,1,0,0,74.61282552,42.41150082,4.312312416,3.747419571,0,0,NA,NA,NA,V
2019,5,912,drought,NA,9,6,1,NA,0,NA,42.41150082,NA,3.747419571,NA,0,0,NA,NA,NA,V
2020,5,912,drought,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,5,912,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,5,912,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,5,912,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,5,913,drought,NA,7,5,1,1,1,1,27.48893572,7.068583471,3.313783586,1.955660102,3,2,NA,NA,NA,F
2018,5,913,drought,NA,3,3,1,1,1,0,7.068583471,7.068583471,1.955660102,1.955660102,2,0,NA,NA,NA,F
2019,5,913,drought,NA,4.5,2,1,1,0,0,7.068583471,7.853981634,1.955660102,2.061020618,0,0,NA,NA,NA,V
2020,5,913,drought,NA,5,2,1,0,0,0,7.853981634,NA,2.061020618,NA,0,0,NA,NA,NA,V
2021,5,913,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,5,913,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,5,915,drought,NA,10,4,1,1,1,1,31.41592654,27.48893572,3.447314979,3.313783586,2,2,NA,NA,NA,F
2018,5,915,drought,NA,7,5,1,1,1,0,27.48893572,22.97289628,3.313783586,3.134315098,2,0,NA,NA,NA,F
2019,5,915,drought,NA,6.5,4.5,1,1,0,0,22.97289628,9.817477042,3.134315098,2.284164169,0,0,NA,NA,NA,V
2020,5,915,drought,NA,5,2.5,1,0,0,0,9.817477042,NA,2.284164169,NA,0,0,NA,NA,NA,V
2021,5,915,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,5,915,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,6,916,irrigated,NA,7,3.5,1,1,0,1,19.242255,25.13274123,2.957108642,3.224171428,0,4,NA,NA,NA,V
2018,6,916,irrigated,NA,8,4,1,1,1,0,25.13274123,40.05530633,3.224171428,3.690261157,4,0,NA,NA,NA,F
2019,6,916,irrigated,NA,8.5,6,1,NA,0,NA,40.05530633,NA,3.690261157,NA,0,0,NA,NA,NA,V
2020,6,916,irrigated,NA,NA,NA,NA,1,NA,0,NA,117.8097245,NA,4.769070819,0,0,NA,NA,NA,NA
2021,6,916,irrigated,NA,15,10,1,1,0,0,117.8097245,37.69911184,4.769070819,3.629636536,0,0,NA,NA,NA,V
2022,6,916,irrigated,NA,12,4,1,1,0,0,37.69911184,69.11503838,3.629636536,4.235772339,0,0,NA,NA,NA,V
2023,6,916,irrigated,NA,16,5.5,1,NA,0,NA,69.11503838,NA,4.235772339,NA,0,NA,NA,NA,NA,V
2017,6,917,irrigated,NA,6,3,1,1,0,0,14.13716694,35.34291735,2.648807283,3.565098014,0,0,NA,NA,NA,V
2018,6,917,irrigated,NA,9,5,1,1,0,0,35.34291735,49.48008429,3.565098014,3.901570251,0,0,NA,NA,NA,V
2019,6,917,irrigated,NA,9,7,1,NA,0,NA,49.48008429,NA,3.901570251,NA,0,0,NA,NA,NA,V
2020,6,917,irrigated,NA,NA,NA,NA,1,NA,1,NA,47.1238898,NA,3.852780087,0,2,NA,NA,NA,NA
2021,6,917,irrigated,1,12,5,1,1,1,1,47.1238898,153.93804,3.852780087,5.036550184,2,5,NA,118,NA,F
2022,6,917,irrigated,NA,14,14,1,1,1,1,153.93804,164.9336143,5.036550184,5.105543055,5,10,118,81,23,F
2023,6,917,irrigated,NA,15,14,1,NA,1,NA,164.9336143,NA,5.105543055,NA,10,NA,81,NA,8,F
2017,6,918,irrigated,NA,15,12,1,1,0,1,141.3716694,163.362818,4.951392376,5.095973604,0,6,NA,NA,NA,V
2018,6,918,irrigated,NA,16,13,1,1,1,1,163.362818,137.4446786,5.095973604,4.923221499,6,4,NA,NA,NA,F
2019,6,918,irrigated,NA,17.5,10,1,1,1,0,137.4446786,28.27433388,4.923221499,3.341954463,4,0,NA,NA,NA,F
2020,6,918,irrigated,NA,9,4,1,1,0,0,28.27433388,78.53981634,3.341954463,4.363605711,0,0,NA,NA,NA,V
2021,6,918,irrigated,NA,10,10,1,1,0,0,78.53981634,78.53981634,4.363605711,4.363605711,0,0,NA,NA,NA,V
2022,6,918,irrigated,NA,10,10,1,1,0,0,78.53981634,75.39822369,4.363605711,4.322783716,0,0,NA,NA,NA,V
2023,6,918,irrigated,NA,12,8,1,NA,0,NA,75.39822369,NA,4.322783716,NA,0,NA,NA,NA,NA,V
2017,6,919,irrigated,NA,9,5,1,1,0,0,35.34291735,43.98229715,3.565098014,3.783787215,0,0,NA,NA,NA,V
2018,6,919,irrigated,NA,8,7,1,1,0,1,43.98229715,72.25663103,3.783787215,4.280224102,0,3,NA,NA,NA,V
2019,6,919,irrigated,NA,11.5,8,1,1,1,0,72.25663103,75.39822369,4.280224102,4.322783716,3,0,NA,NA,NA,F
2020,6,919,irrigated,NA,12,8,1,1,0,0,75.39822369,17.67145868,4.322783716,2.871950834,0,0,NA,NA,NA,V
2021,6,919,irrigated,NA,9,2.5,1,1,0,0,17.67145868,76.96902001,2.871950834,4.343403003,0,0,NA,NA,NA,V
2022,6,919,irrigated,NA,14,7,1,1,0,1,76.96902001,102.1017612,4.343403003,4.625969975,0,5,NA,36,NA,V
2023,6,919,irrigated,NA,13,10,1,NA,1,NA,102.1017612,NA,4.625969975,NA,5,NA,36,NA,7,F
2017,6,920,irrigated,NA,11,10,1,1,1,0,86.39379797,30.63052837,4.458915891,3.421997171,0,0,NA,NA,NA,F
2018,6,920,irrigated,NA,6.5,6,1,1,0,1,30.63052837,82.07410808,3.421997171,4.407622596,0,4,NA,NA,NA,V
2019,6,920,irrigated,NA,11,9.5,1,1,1,0,82.07410808,41.23340358,4.407622596,3.719248694,4,0,NA,NA,NA,F
2020,6,920,irrigated,NA,10.5,5,1,1,0,1,41.23340358,53.40707511,3.719248694,3.97794323,0,2,NA,NA,NA,V
2021,6,920,irrigated,1,8.5,8,1,1,1,0,53.40707511,84.82300165,3.97794323,4.440566752,2,0,NA,NA,NA,F
2022,6,920,irrigated,NA,13.5,8,1,1,0,1,84.82300165,133.5176878,4.440566752,4.894233962,0,5,NA,48,NA,V
2023,6,920,irrigated,NA,17,10,1,NA,1,NA,133.5176878,NA,4.894233962,NA,5,NA,48,NA,9,F
2017,6,921,irrigated,NA,11,4,1,1,0,0,34.55751919,37.69911184,3.542625159,3.629636536,0,0,NA,NA,NA,V
2018,6,921,irrigated,NA,12,4,1,1,0,1,37.69911184,40.64435496,3.629636536,3.704859957,0,3,NA,NA,NA,V
2019,6,921,irrigated,NA,11.5,4.5,1,1,1,0,40.64435496,63.61725124,3.704859957,4.152884679,3,0,NA,NA,NA,F
2020,6,921,irrigated,NA,9,9,1,1,0,0,63.61725124,65.97344573,4.152884679,4.189252324,0,0,NA,NA,NA,V
