year,plot,tag,trt,clipping_exp,rosetteL,rosetteW,psurvival,psurvivalT1,pflower,pflowerT1,ros.area,ros.areaT1,log.ros.area,log.ros.areaT1,flow.sum,flow.sumT1,total.seeds,total.seedsT1,percapseeds,life_st
2017,5,544,drought,NA,9,7,1,1,0,0,49.48008429,47.1238898,3.901570251,3.852780087,0,0,NA,NA,NA,V
2018,5,544,drought,NA,10,6,1,1,0,0,47.1238898,53.40707511,3.852780087,3.97794323,0,0,NA,NA,NA,V
2019,5,544,drought,NA,8.5,8,1,1,0,0,53.40707511,54.97787144,3.97794323,4.006930767,0,0,NA,NA,NA,V
2020,5,544,drought,NA,10,7,1,1,0,1,54.97787144,8.246680716,4.006930767,2.109810782,0,3,NA,NA,NA,V
2021,5,544,drought,1,7,1.5,1,0,1,NA,8.246680716,NA,2.109810782,NA,3,0,NA,NA,NA,F
2022,5,544,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,5,544,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,2,545,control,NA,9.5,4,1,1,1,0,29.84513021,39.26990817,3.396021684,3.67045853,3,0,NA,NA,NA,F
2019,2,545,control,NA,10,5,1,NA,0,NA,39.26990817,NA,3.67045853,NA,0,0,NA,NA,NA,V
2020,2,545,control,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,2,545,control,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,545,control,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,2,545,control,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,2,548,control,NA,9,2.5,1,1,0,0,17.67145868,56.54866776,2.871950834,4.035101644,0,0,NA,NA,NA,V
2018,2,548,control,NA,12,6,1,1,0,0,56.54866776,60.47565858,4.035101644,4.102240947,0,0,NA,NA,NA,V
2019,2,548,control,NA,11,7,1,1,0,0,60.47565858,14.13716694,4.102240947,2.648807283,0,0,NA,NA,NA,V
2020,2,548,control,NA,6,3,1,1,0,0,14.13716694,2.35619449,2.648807283,0.857047813,0,0,NA,NA,NA,V
2021,2,548,control,NA,3,1,1,0,0,0,2.35619449,NA,0.857047813,NA,0,0,NA,NA,NA,V
2022,2,548,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,2,548,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,11,549,control,NA,10,6,1,1,0,0,47.1238898,142.9424657,3.852780087,4.962442212,0,0,NA,NA,NA,V
2018,11,549,control,NA,13,14,1,1,0,1,142.9424657,90.32078879,4.962442212,4.503367653,0,6,NA,NA,NA,V
2019,11,549,control,NA,11.5,10,1,1,1,0,90.32078879,51.05088062,4.503367653,3.932822795,6,0,NA,NA,NA,F
2020,11,549,control,NA,10,6.5,1,1,0,1,51.05088062,84.82300165,3.932822795,4.440566752,0,3,NA,NA,NA,V
2021,11,549,control,1,12,9,1,1,1,0,84.82300165,68.32964022,4.440566752,4.224343643,3,0,NA,NA,NA,F
2022,11,549,control,NA,14.5,6,1,1,0,0,68.32964022,3.926990817,4.224343643,1.367873437,0,0,NA,NA,NA,V
2023,11,549,control,NA,5,1,1,NA,0,NA,3.926990817,NA,1.367873437,NA,0,NA,NA,NA,NA,V
2017,1,55,irrigated,NA,11,3,1,1,0,0,25.91813939,31.80862562,3.254943086,3.459737499,0,0,NA,NA,NA,V
2018,1,55,irrigated,NA,4.5,9,1,1,0,0,31.80862562,23.5619449,3.459737499,3.159632906,0,0,NA,NA,NA,V
2019,1,55,irrigated,NA,7.5,4,1,NA,0,NA,23.5619449,NA,3.159632906,NA,0,0,NA,NA,NA,V
2020,1,55,irrigated,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,1,55,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,1,55,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2016,6,550,irrigated,NA,NA,NA,1,1,1,0,NA,7.068583471,NA,1.955660102,4,0,NA,NA,NA,F
2017,6,550,irrigated,NA,4.5,2,1,1,0,0,7.068583471,18.84955592,1.955660102,2.936489355,0,0,NA,NA,NA,V
2018,6,550,irrigated,NA,8,3,1,1,0,0,18.84955592,29.45243113,2.936489355,3.382776458,0,0,NA,NA,NA,V
2019,6,550,irrigated,NA,7.5,5,1,NA,0,NA,29.45243113,NA,3.382776458,NA,0,0,NA,NA,NA,V
2020,6,550,irrigated,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,6,550,irrigated,NA,NA,NA,1,1,0,0,NA,16.49336143,NA,2.802957962,0,0,NA,NA,NA,dormant
2022,6,550,irrigated,NA,7,3,1,0,0,0,16.49336143,NA,2.802957962,NA,0,0,NA,NA,NA,V
2023,6,550,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,U
2016,8,551,control,NA,NA,NA,1,1,1,0,NA,44.76769531,NA,3.801486793,3,0,NA,NA,NA,F
2017,8,551,control,NA,9.5,6,1,1,0,0,44.76769531,61.26105675,3.801486793,4.115144351,0,0,NA,NA,NA,V
2018,8,551,control,NA,13,6,1,1,0,0,61.26105675,21.99114858,4.115144351,3.090640035,0,0,NA,NA,NA,V
2019,8,551,control,NA,8,3.5,1,1,0,0,21.99114858,15.11891465,3.090640035,2.715946585,0,0,NA,NA,NA,V
2020,8,551,control,NA,5.5,3.5,1,1,0,0,15.11891465,25.13274123,2.715946585,3.224171428,0,0,NA,NA,NA,V
2021,8,551,control,NA,8,4,1,1,0,0,25.13274123,43.98229715,3.224171428,3.783787215,0,0,NA,NA,NA,V
2022,8,551,control,NA,16,3.5,1,1,0,0,43.98229715,106.0287521,3.783787215,4.663710303,0,0,NA,NA,NA,V
2023,8,551,control,NA,15,9,1,NA,0,NA,106.0287521,NA,4.663710303,NA,0,NA,NA,NA,NA,V
2020,11,552,control,NA,7,3,1,1,0,0,16.49336143,28.27433388,2.802957962,3.341954463,0,0,NA,NA,NA,V
2021,11,552,control,NA,9,4,1,1,0,0,28.27433388,23.5619449,3.341954463,3.159632906,0,0,NA,NA,NA,V
2022,11,552,control,NA,5,6,1,1,0,0,23.5619449,63.61725124,3.159632906,4.152884679,0,0,NA,NA,NA,V
2023,11,552,control,NA,9,9,1,NA,0,NA,63.61725124,NA,4.152884679,NA,0,NA,NA,NA,NA,V
2017,5,553,drought,NA,9,2,1,1,1,0,14.13716694,20.02765317,2.648807283,2.997113977,8,0,NA,NA,NA,F
2018,5,553,drought,NA,8.5,3,1,0,0,0,20.02765317,NA,2.997113977,NA,0,0,NA,NA,NA,V
2019,5,553,drought,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,5,553,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,5,553,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,5,553,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2023,5,553.new,drought,NA,12,12,1,NA,1,NA,113.0973355,NA,4.728248824,NA,6,NA,NA,NA,NA,F
2016,14,555,drought,NA,NA,NA,1,1,1,0,NA,117.8097245,NA,4.769070819,3,0,NA,NA,NA,F
2017,14,555,drought,NA,15,10,1,1,0,1,117.8097245,142.9424657,4.769070819,4.962442212,0,6,NA,NA,NA,V
2018,14,555,drought,NA,14,13,1,1,1,1,142.9424657,67.15154297,4.962442212,4.206951901,6,1,NA,NA,NA,F
2019,14,555,drought,NA,9.5,9,1,1,1,0,67.15154297,43.98229715,4.206951901,3.783787215,1,0,NA,NA,NA,F
2020,14,555,drought,NA,8,7,1,1,0,0,43.98229715,69.11503838,3.783787215,4.235772339,0,0,NA,NA,NA,V
2021,14,555,drought,NA,11,8,1,1,0,0,69.11503838,94.24777961,4.235772339,4.545927268,0,0,NA,NA,NA,V
2022,14,555,drought,NA,12,10,1,1,0,0,94.24777961,45.35674394,4.545927268,3.814558874,0,0,NA,NA,NA,V
2023,14,555,drought,NA,10.5,5.5,1,NA,0,NA,45.35674394,NA,3.814558874,NA,0,NA,NA,NA,NA,V
2017,6,556,irrigated,NA,11,8,1,1,1,0,69.11503838,51.83627878,4.235772339,3.948090267,5,0,NA,NA,NA,F
2018,6,556,irrigated,NA,11,6,1,1,0,1,51.83627878,69.11503838,3.948090267,4.235772339,0,3,NA,NA,NA,V
2019,6,556,irrigated,NA,11,8,1,NA,1,NA,69.11503838,NA,4.235772339,NA,3,0,NA,NA,NA,F
2020,6,556,irrigated,NA,NA,NA,NA,1,NA,0,NA,31.80862562,NA,3.459737499,0,0,NA,NA,NA,NA
2021,6,556,irrigated,NA,9,4.5,1,1,0,0,31.80862562,173.5729941,3.459737499,5.156598226,0,0,NA,NA,NA,V
2022,6,556,irrigated,NA,17,13,1,1,0,0,173.5729941,208.9159115,5.156598226,5.341931834,0,0,NA,NA,NA,V
2023,6,556,irrigated,NA,19,14,1,NA,0,NA,208.9159115,NA,5.341931834,NA,0,NA,NA,NA,NA,V
2017,1,557,irrigated,NA,7,4,1,1,0,0,21.99114858,20.02765317,3.090640035,2.997113977,0,0,NA,NA,NA,V
2018,1,557,irrigated,NA,8.5,3,1,1,0,0,20.02765317,18.84955592,2.997113977,2.936489355,0,0,NA,NA,NA,V
2019,1,557,irrigated,NA,8,3,1,0,0,0,18.84955592,NA,2.936489355,NA,0,0,NA,NA,NA,V
2020,1,557,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,1,557,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,1,557,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,3,56,control,NA,10,9.5,1,1,1,1,74.61282552,109.9557429,4.312312416,4.700077947,3,3,NA,NA,NA,F
2018,3,56,control,NA,14,10,1,1,1,0,109.9557429,85.80474935,4.700077947,4.452074359,3,0,NA,NA,NA,F
2019,3,56,control,NA,11.5,9.5,1,1,0,1,85.80474935,22.38384766,4.452074359,3.108339612,0,0,NA,NA,NA,V
2020,3,56,control,NA,9.5,3,1,1,1,0,22.38384766,40.05530633,3.108339612,3.690261157,0,0,NA,NA,NA,F
2021,3,56,control,NA,8.5,6,1,1,0,1,40.05530633,141.3716694,3.690261157,4.951392376,0,5,NA,85,NA,V
2022,3,56,control,NA,15,12,1,1,1,1,141.3716694,63.61725124,4.951392376,4.152884679,5,6,85,0,17,F
2023,3,56,control,NA,13.5,6,1,NA,1,NA,63.61725124,NA,4.152884679,NA,6,NA,0,NA,0,F
2017,2,561,control,NA,10.5,5,1,1,0,0,41.23340358,56.15596868,3.719248694,4.028132974,0,0,NA,NA,NA,V
2018,2,561,control,NA,11,6.5,1,1,0,0,56.15596868,32.98672286,4.028132974,3.496105143,0,0,NA,NA,NA,V
2019,2,561,control,NA,7,6,1,1,0,0,32.98672286,NA,3.496105143,NA,0,0,NA,NA,NA,V
2020,2,561,control,NA,NA,NA,1,1,0,0,NA,21.20575041,NA,3.054272391,0,0,NA,NA,NA,dormant
2021,2,561,control,NA,9,3,1,0,0,0,21.20575041,NA,3.054272391,NA,0,0,NA,NA,NA,V
2022,2,561,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,2,561,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2016,1,564,irrigated,NA,NA,NA,1,1,1,0,NA,18.84955592,NA,2.936489355,1,0,NA,NA,NA,F
2017,1,564,irrigated,NA,8,3,1,1,0,0,18.84955592,18.84955592,2.936489355,2.936489355,0,0,NA,NA,NA,V
2018,1,564,irrigated,NA,8,3,1,0,0,NA,18.84955592,NA,2.936489355,NA,0,0,NA,NA,NA,V
2019,1,564,irrigated,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,1,564,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,1,564,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,1,564,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2016,2,566,control,NA,NA,NA,1,1,1,0,NA,22.38384766,NA,3.108339612,2,0,NA,NA,NA,F
2017,2,566,control,NA,9.5,3,1,1,0,1,22.38384766,25.52544031,3.108339612,3.239675614,0,3,NA,NA,NA,V
2018,2,566,control,NA,5,6.5,1,0,1,0,25.52544031,NA,3.239675614,NA,3,0,NA,NA,NA,F
2019,2,566,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,2,566,control,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,2,566,control,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,566,control,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,2,566,control,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,13,567,control,NA,8.5,4,1,1,0,0,26.70353756,14.13716694,3.284796049,2.648807283,0,0,NA,NA,NA,V
2018,13,567,control,NA,4,4.5,1,1,0,0,14.13716694,21.99114858,2.648807283,3.090640035,0,0,NA,NA,NA,V
2019,13,567,control,NA,7,4,1,1,0,0,21.99114858,9.817477042,3.090640035,2.284164169,0,0,NA,NA,NA,V
2020,13,567,control,NA,5,2.5,1,1,0,0,9.817477042,21.99114858,2.284164169,3.090640035,0,0,NA,NA,NA,V
2021,13,567,control,NA,7,4,1,1,0,0,21.99114858,106.0287521,3.090640035,4.663710303,0,0,NA,NA,NA,V
2022,13,567,control,NA,15,9,1,1,0,1,106.0287521,47.1238898,4.663710303,3.852780087,0,9,NA,0,NA,V
2023,13,567,control,NA,10,6,1,NA,1,NA,47.1238898,NA,3.852780087,NA,9,NA,0,NA,0,F
2017,14,568,drought,NA,7.5,4,1,1,0,0,23.5619449,49.48008429,3.159632906,3.901570251,0,0,NA,NA,NA,V
2018,14,568,drought,NA,7,9,1,1,0,0,49.48008429,18.84955592,3.901570251,2.936489355,0,0,NA,NA,NA,V
2019,14,568,drought,NA,6,4,1,1,0,0,18.84955592,NA,2.936489355,NA,0,0,NA,NA,NA,V
2020,14,568,drought,NA,NA,NA,1,1,0,0,NA,19.43860454,NA,2.967261014,0,0,NA,NA,NA,dormant
2021,14,568,drought,NA,5.5,4.5,1,0,0,0,19.43860454,NA,2.967261014,NA,0,0,NA,NA,NA,V
2022,14,568,drought,NA,NA,NA,0,1,0,0,NA,11.78097245,NA,2.466485726,0,0,NA,NA,NA,U
2023,14,568,drought,NA,5,3,1,NA,0,NA,11.78097245,NA,2.466485726,NA,0,NA,NA,NA,NA,V
2017,1,569,irrigated,NA,8,6,1,NA,1,NA,37.69911184,NA,3.629636536,NA,2,0,NA,NA,NA,F
2018,1,569,irrigated,NA,NA,NA,NA,1,NA,1,NA,94.24777961,NA,4.545927268,0,2,NA,NA,NA,NA
2019,1,569,irrigated,NA,12,10,1,NA,1,NA,94.24777961,NA,4.545927268,NA,2,0,NA,NA,NA,F
2020,1,569,irrigated,NA,NA,NA,NA,1,NA,1,NA,47.1238898,NA,3.852780087,0,5,NA,NA,NA,NA
2021,1,569,irrigated,1,10,6,1,1,1,0,47.1238898,80.69966129,3.852780087,4.390734378,5,0,NA,NA,NA,F
2022,1,569,irrigated,NA,13.7,7.5,1,1,0,0,80.69966129,39.26990817,4.390734378,3.67045853,0,0,NA,NA,NA,V
2023,1,569,irrigated,NA,10,5,1,NA,0,NA,39.26990817,NA,3.67045853,NA,0,NA,NA,NA,NA,V
2021,5,5701,drought,1,6,2,1,1,1,0,9.424777961,22.38384766,2.243342175,3.108339612,3,0,NA,NA,NA,F
2022,5,5701,drought,NA,9.5,3,1,0,0,0,22.38384766,NA,3.108339612,NA,0,0,NA,NA,NA,V
2023,5,5701,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,U
2021,5,5702,drought,1,6,3,1,1,1,0,14.13716694,49.48008429,2.648807283,3.901570251,3,0,NA,NA,NA,F
2022,5,5702,drought,NA,10.5,6,1,1,0,0,49.48008429,94.24777961,3.901570251,4.545927268,0,0,NA,NA,NA,V
2023,5,5702,drought,NA,15,8,1,NA,0,NA,94.24777961,NA,4.545927268,NA,0,NA,NA,NA,NA,V
2021,5,5703,drought,1,8,2,1,0,1,0,12.56637061,NA,2.531024247,NA,5,0,NA,NA,NA,F
2022,5,5703,drought,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,5,5703,drought,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2021,5,5704,drought,1,7,6,1,1,1,0,32.98672286,45.1603944,3.496105143,3.810220473,4,0,NA,NA,NA,F
2022,5,5704,drought,NA,11.5,5,1,1,0,0,45.1603944,52.22897787,3.810220473,3.955637472,0,0,NA,NA,NA,V
2023,5,5704,drought,NA,9.5,7,1,NA,0,NA,52.22897787,NA,3.955637472,NA,0,NA,NA,NA,NA,V
2021,5,5705,drought,1,9,5.5,1,1,1,0,38.87720909,76.96902001,3.660408194,4.343403003,2,0,NA,NA,NA,F
2022,5,5705,drought,NA,14,7,1,1,0,0,76.96902001,95.03317777,4.343403003,4.55422607,0,0,NA,NA,NA,V
2023,5,5705,drought,NA,11,11,1,NA,0,NA,95.03317777,NA,4.55422607,NA,0,NA,NA,NA,NA,V
2021,5,5706,drought,1,11,9,1,1,1,0,77.75441818,35.34291735,4.353555375,3.565098014,3,0,NA,NA,NA,F
2022,5,5706,drought,NA,9,5,1,0,0,0,35.34291735,NA,3.565098014,NA,0,0,NA,NA,NA,V
2023,5,5706,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,U
2021,8,5707,control,1,7.5,6.5,1,1,1,0,38.28816047,267.0353756,3.645140722,5.587381142,3,0,NA,NA,NA,F
2022,8,5707,control,NA,17,20,1,1,0,1,267.0353756,241.9026343,5.587381142,5.488535308,0,8,NA,NA,NA,V
2023,8,5707,control,NA,22,14,1,NA,1,NA,241.9026343,NA,5.488535308,NA,8,NA,NA,NA,NA,F
2021,8,5708,control,1,8,4.5,1,1,1,1,28.27433388,120.165919,3.341954463,4.788873446,2,2,NA,NA,NA,F
2022,8,5708,control,NA,17,9,1,1,1,0,120.165919,197.9203372,4.788873446,5.287864612,2,0,NA,NA,NA,F
2023,8,5708,control,NA,18,14,1,NA,0,NA,197.9203372,NA,5.287864612,NA,0,NA,NA,NA,NA,V
2021,8,5709,control,1,9,6.5,1,1,1,1,45.94579256,268.6061719,3.827462279,5.593246262,3,1,NA,NA,NA,F
2022,8,5709,control,NA,18,19,1,1,1,1,268.6061719,274.8893572,5.593246262,5.616368679,1,4,NA,NA,NA,F
2023,8,5709,control,NA,25,14,1,NA,1,NA,274.8893572,NA,5.616368679,NA,4,NA,NA,NA,NA,F
2018,2,571,control,NA,12.5,6,1,1,1,0,58.90486225,NA,4.075923638,NA,3,0,NA,NA,NA,F
2019,2,571,control,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
2020,2,571,control,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,2,571,control,NA,NA,NA,1,1,0,0,NA,73.43472828,NA,4.296396961,0,0,NA,NA,NA,dormant
2022,2,571,control,NA,11,8.5,1,1,0,1,73.43472828,49.48008429,4.296396961,3.901570251,0,4,NA,57,NA,V
2023,2,571,control,NA,10.5,6,1,NA,1,NA,49.48008429,NA,3.901570251,NA,4,NA,57,NA,14,F
2021,8,5710,control,1,8,9,1,1,1,1,56.54866776,150.7964474,4.035101644,5.015930897,3,2,NA,NA,NA,F
2022,8,5710,control,NA,16,12,1,1,1,0,150.7964474,163.362818,5.015930897,5.095973604,2,0,NA,NA,NA,F
2023,8,5710,control,NA,16,13,1,NA,0,NA,163.362818,NA,5.095973604,NA,0,NA,NA,NA,NA,V
2021,15,5711,drought,1,7,6,1,1,1,0,32.98672286,31.41592654,3.496105143,3.447314979,2,0,9,NA,4,F
2022,15,5711,drought,NA,10,4,1,1,0,1,31.41592654,62.83185307,3.447314979,4.140462159,0,5,NA,NA,NA,V
2023,15,5711,drought,NA,10,8,1,NA,1,NA,62.83185307,NA,4.140462159,NA,5,NA,NA,NA,NA,F
2021,15,5712,drought,1,8,7,1,1,1,0,43.98229715,82.46680716,3.783787215,4.412395875,3,0,NA,NA,NA,F
2022,15,5712,drought,NA,15,7,1,1,0,1,82.46680716,175.9291886,4.412395875,5.170081577,0,5,NA,NA,NA,V
2023,15,5712,drought,NA,16,14,1,NA,1,NA,175.9291886,NA,5.170081577,NA,5,NA,NA,NA,NA,F
2021,15,5713,drought,1,8,7,1,1,1,1,43.98229715,87.9645943,3.783787215,4.476934396,2,3,NA,NA,NA,F
2022,15,5713,drought,NA,14,8,1,1,1,1,87.9645943,125.6637061,4.476934396,4.83360934,3,3,NA,NA,NA,F
2023,15,5713,drought,NA,16,10,1,NA,1,NA,125.6637061,NA,4.83360934,NA,3,NA,NA,NA,NA,F
2021,15,5714,drought,1,9,6,1,1,1,0,42.41150082,141.3716694,3.747419571,4.951392376,3,0,NA,NA,NA,F
2022,15,5714,drought,NA,18,10,1,1,0,0,141.3716694,204.2035225,4.951392376,5.319117156,0,0,NA,NA,NA,V
2023,15,5714,drought,NA,20,13,1,NA,0,NA,204.2035225,NA,5.319117156,NA,0,NA,NA,NA,NA,V
2021,15,5715,drought,1,7,7,1,1,1,0,38.48451001,64.79534848,3.650255823,4.171233818,4,0,NA,NA,NA,F
2022,15,5715,drought,NA,15,5.5,1,1,0,1,64.79534848,113.0973355,4.171233818,4.728248824,0,5,NA,NA,NA,V
2023,15,5715,drought,NA,12,12,1,NA,1,NA,113.0973355,NA,4.728248824,NA,5,NA,NA,NA,NA,F
2021,15,5716,drought,1,10,6,1,1,1,0,47.1238898,117.8097245,3.852780087,4.769070819,4,0,7,NA,1,F
2022,15,5716,drought,NA,15,10,1,1,0,0,117.8097245,58.90486225,4.769070819,4.075923638,0,0,NA,NA,NA,V
2023,15,5716,drought,NA,15,5,1,NA,0,NA,58.90486225,NA,4.075923638,NA,0,NA,NA,NA,NA,V
2021,15,5717,drought,1,5,4,1,1,1,1,15.70796327,69.11503838,2.754167798,4.235772339,2,2,NA,NA,NA,F
2022,15,5717,drought,NA,11,8,1,1,1,1,69.11503838,113.0973355,4.235772339,4.728248824,2,4,NA,NA,NA,F
2023,15,5717,drought,NA,12,12,1,NA,1,NA,113.0973355,NA,4.728248824,NA,4,NA,NA,NA,NA,F
2021,15,5718,drought,1,8,4,1,1,1,1,25.13274123,47.1238898,3.224171428,3.852780087,3,1,NA,NA,NA,F
2022,15,5718,drought,NA,10,6,1,1,1,1,47.1238898,95.03317777,3.852780087,4.55422607,1,3,NA,NA,NA,F
2023,15,5718,drought,NA,11,11,1,NA,1,NA,95.03317777,NA,4.55422607,NA,3,NA,NA,NA,NA,F
2021,11,5719,control,1,14,10,1,1,1,0,109.9557429,214.4136986,4.700077947,5.36790732,4,0,NA,NA,NA,F
2022,11,5719,control,NA,21,13,1,1,0,1,214.4136986,175.9291886,5.36790732,5.170081577,0,5,NA,NA,NA,V
2023,11,5719,control,NA,16,14,1,NA,1,NA,175.9291886,NA,5.170081577,NA,5,NA,NA,NA,NA,F
2016,2,572,control,NA,NA,NA,1,1,1,0,NA,78.53981634,NA,4.363605711,4,0,NA,NA,NA,F
2017,2,572,control,NA,12.5,8,1,1,0,1,78.53981634,51.05088062,4.363605711,3.932822795,0,5,NA,NA,NA,V
2018,2,572,control,NA,13,5,1,1,1,0,51.05088062,23.36559536,3.932822795,3.151264657,5,0,NA,NA,NA,F
2019,2,572,control,NA,8.5,3.5,1,NA,0,NA,23.36559536,NA,3.151264657,NA,0,0,NA,NA,NA,V
2020,2,572,control,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,2,572,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,572,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2021,11,5720,control,1,11,4,1,1,1,0,34.55751919,53.40707511,3.542625159,3.97794323,2,0,NA,NA,NA,F
2022,11,5720,control,NA,17,4,1,1,0,1,53.40707511,84.82300165,3.97794323,4.440566752,0,3,NA,NA,NA,V
2023,11,5720,control,NA,12,9,1,NA,1,NA,84.82300165,NA,4.440566752,NA,3,NA,NA,NA,NA,F
2021,11,5721,control,1,14,10,1,1,1,1,109.9557429,200.2765317,4.700077947,5.29969907,3,5,NA,NA,NA,F
2022,11,5721,control,NA,17,15,1,1,1,1,200.2765317,109.9557429,5.29969907,4.700077947,5,7,NA,NA,NA,F
2023,11,5721,control,NA,14,10,1,NA,1,NA,109.9557429,NA,4.700077947,NA,7,NA,NA,NA,NA,F
2021,2,5722,control,1,9,4,1,1,1,0,28.27433388,39.26990817,3.341954463,3.67045853,2,0,NA,NA,NA,F
2022,2,5722,control,NA,10,5,1,1,0,1,39.26990817,35.34291735,3.67045853,3.565098014,0,1,NA,NA,NA,V
2023,2,5722,control,NA,9,5,1,NA,1,NA,35.34291735,NA,3.565098014,NA,1,NA,NA,NA,NA,F
2021,2,5723,control,1,9.5,5,1,1,1,0,37.30641276,22.38384766,3.619165236,3.108339612,2,0,NA,NA,NA,F
2022,2,5723,control,NA,9.5,3,1,1,0,0,22.38384766,56.54866776,3.108339612,4.035101644,0,0,NA,NA,NA,V
2023,2,5723,control,NA,9,8,1,NA,0,NA,56.54866776,NA,4.035101644,NA,0,NA,NA,NA,NA,V
2021,5,5724,drought,1,7.5,4,1,1,1,0,23.5619449,76.96902001,3.159632906,4.343403003,4,0,NA,NA,NA,F
2022,5,5724,drought,NA,14,7,1,1,0,1,76.96902001,32.98672286,4.343403003,3.496105143,0,3,NA,NA,NA,V
2023,5,5724,drought,NA,7,6,1,NA,1,NA,32.98672286,NA,3.496105143,NA,3,NA,NA,NA,NA,F
2021,6,5725,irrigated,1,9,5,1,1,1,0,35.34291735,36.12831552,3.565098014,3.587076921,6,0,64,NA,10,F
2022,6,5725,irrigated,NA,11.5,4,1,1,0,0,36.12831552,76.96902001,3.587076921,4.343403003,0,0,NA,NA,NA,V
2023,6,5725,irrigated,NA,14,7,1,NA,0,NA,76.96902001,NA,4.343403003,NA,0,NA,NA,NA,NA,V
2021,7,5726,drought,1,8,7,1,1,1,0,43.98229715,75.39822369,3.783787215,4.322783716,4,0,NA,NA,NA,F
2022,7,5726,drought,NA,16,6,1,1,0,0,75.39822369,113.0973355,4.322783716,4.728248824,0,0,NA,NA,NA,V
2023,7,5726,drought,NA,16,9,1,NA,0,NA,113.0973355,NA,4.728248824,NA,0,NA,NA,NA,NA,V
2021,7,5727,drought,1,12,9,1,1,1,0,84.82300165,160.2212253,4.440566752,5.076555519,4,0,NA,NA,NA,F
